id,factory_number,downtime_duration
5696,factory_number_657,0
10715,factory_number_902,1
14485,factory_number_479,0
11193,factory_number_897,1
18170,factory_number_734,2
9146,factory_number_896,0
8294,factory_number_1107,0
18373,factory_number_706,1
14018,factory_number_962,2
8994,factory_number_459,0
4858,factory_number_892,2
11743,factory_number_798,1
16834,factory_number_808,0
4757,factory_number_508,0
14134,factory_number_814,0
4442,factory_number_491,0
16444,factory_number_481,2
5372,factory_number_962,0
13109,factory_number_342,1
11302,factory_number_909,0
10478,factory_number_1119,2
11058,factory_number_1066,0
12159,factory_number_692,1
9363,factory_number_1034,0
5329,factory_number_421,1
16746,factory_number_498,0
8956,factory_number_893,0
10818,factory_number_763,0
10656,factory_number_282,1
14384,factory_number_834,1
16283,factory_number_704,0
2118,factory_number_379,0
9139,factory_number_467,0
1779,factory_number_202,0
131,factory_number_621,1
15986,factory_number_1086,2
10897,factory_number_895,2
4969,factory_number_1117,0
15713,factory_number_477,0
1887,factory_number_326,1
9302,factory_number_485,0
8152,factory_number_756,1
1030,factory_number_692,1
1776,factory_number_798,1
2220,factory_number_818,1
16249,factory_number_126,0
4297,factory_number_270,0
14048,factory_number_978,1
10297,factory_number_956,2
17773,factory_number_845,2
8106,factory_number_1008,2
6233,factory_number_375,0
16563,factory_number_885,0
866,factory_number_785,1
13301,factory_number_1046,0
10526,factory_number_684,0
5046,factory_number_584,1
4416,factory_number_644,0
2381,factory_number_962,1
3415,factory_number_155,0
3004,factory_number_768,0
10760,factory_number_95,0
6769,factory_number_775,0
14596,factory_number_314,0
6126,factory_number_508,0
16033,factory_number_338,1
14201,factory_number_690,0
12602,factory_number_945,0
2581,factory_number_198,0
138,factory_number_684,0
6383,factory_number_798,2
969,factory_number_1079,0
3000,factory_number_921,1
474,factory_number_118,0
1401,factory_number_989,1
12888,factory_number_373,0
4253,factory_number_1104,0
13533,factory_number_891,0
18072,factory_number_788,1
11530,factory_number_522,0
3023,factory_number_803,1
5663,factory_number_661,1
747,factory_number_113,0
5527,factory_number_742,0
9712,factory_number_269,0
1839,factory_number_9,0
8713,factory_number_497,0
5226,factory_number_314,1
8640,factory_number_133,0
11118,factory_number_477,0
6788,factory_number_926,2
12412,factory_number_244,0
17077,factory_number_627,1
2449,factory_number_806,0
18538,factory_number_1106,1
4372,factory_number_857,1
1171,factory_number_696,1
4268,factory_number_97,0
17237,factory_number_878,0
14465,factory_number_365,0
10571,factory_number_793,0
15838,factory_number_445,0
6029,factory_number_756,0
11737,factory_number_615,0
2903,factory_number_1086,2
3731,factory_number_795,0
1321,factory_number_533,0
12613,factory_number_757,0
5872,factory_number_159,0
15977,factory_number_866,2
926,factory_number_1064,0
17871,factory_number_521,0
12496,factory_number_707,0
5172,factory_number_169,0
4178,factory_number_962,0
14349,factory_number_507,0
8031,factory_number_995,1
6319,factory_number_584,0
14082,factory_number_962,2
12619,factory_number_326,0
257,factory_number_1099,0
3034,factory_number_122,0
1910,factory_number_403,1
10475,factory_number_821,0
10675,factory_number_798,2
14714,factory_number_210,0
6253,factory_number_1007,0
